										
										
		SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE
		STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST
		To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au
				DATE:	21.02.25					
				Please note: Prices are subject to change without notice.						
		SAW #	DESCRIPTION	STOCKIST PRICE EX GST	MU	GP	RRP INC GST	BARCODE	2020 CATALOGUE PAGE NO.	NOTES
		56702	EYE BOLT M8 X80MM 316G SMALL HEAD	5.62727272727273	0.5993537964458798	3.3727272727272704	9.9	9330420123333	797	
		56703	Eye bolt M10 x 110mm small head	7.71818181818182	0.5842167255594779	4.50909090909088	13.44999999999997	9330420101720		
		56706	Eye bolt 316G SS collared short M6 x 12mm	2.25454545454545	0.5927419354838738	1.33636363636364	3.9499999999999993	9330420114461	798	
		56708	Eye bolt 316G SS collared short M8 x 16mm	3.33636363636364	0.4850136239781986	1.6181818181818097	5.449999999999995	9330420114478	798	
		56710	Eye bolt 316G SS collared short M10 x 20mm	6.45454545454545	0.47183098591549405	3.0454545454545503	10.450000000000001	9330420114485	798	
		56712	Eye bolt 316G SS collared short M12 x 25mm	8.81818181818182	0.48969072164948	4.318181818181779	14.44999999999996	9330420114492	798	
		56716	Eye bolt 316G SS collared short M16 x 30mm	16.1272727272727	0.49098083427282946	7.9181818181818	26.449999999999953	9330420114515	798	
		56730	Rail base 316G cast SS round 90° suit 1 - 25mm OD tube	15.3727272727273	0.5050266114724965	7.7636363636363015	25.449999999999964	9330420119053	255	
		56732	Rail base 316G cast SS rectangular 90° suit 1 - 25mm OD tube	15.3727272727273	0.5050266114724965	7.7636363636363015	25.449999999999964	9330420123340	255	
		56735	Rail tee 316G cast SS 90° opening suit 1 - 25mm OD tube	16.6636363636364	0.49754500818330555	8.2909090909091	27.450000000000053	9330420180244	256	
		56736	Rail tee 316G cast SS 90° suit 1 - 25mm OD tube	14.7272727272727	0.5092592592592603	7.500000000000002	24.449999999999974	9330420114522	256	
		56737	Rail joiner 316G cast SS 90° suit 1 - 25mm OD tube	17.4818181818182	0.4508580343213735	7.8818181818182005	27.90000000000004	9330420132502	256	
		56738	Rail tee 316G cast SS 60° suit 1 - 25mm OD tube	12.3636363636364	0.5036764705882316	6.2272727272727	20.450000000000014	9330420114539	256	
		56739	Rail joiner 316G cast SS 110° suit 1 - 25mm OD tube	36.2	0.45027624309392256	16.299999999999997	57.75000000000001	9330420132519	256	
		56740	Rail base 316G cast SS round 60° suit 1 - 25mm OD tube	15.3727272727273	0.5050266114724965	7.7636363636363015	25.449999999999964	9330420114546	255	
		56742	Rail joiner 316G cast SS straight suit 1 - 25mm OD	18.9090909090909	0.449519230769231	8.5	30.14999999999999	9330420123357	256	
		56743	Canopy tube fork 316G cast SS external suit 25mm OD tube	15.5	0.601173020527858	9.318181818181799	27.29999999999998	9330420148220	259	
		56744	Staunchion base 316G cast SS suit 1 - 25mm OD tube	35.8909090909091	0.493161094224924	17.700000000000003	58.95000000000002	9330420117448	255	
		56745	Rail sleeve 316G cast SS with 11mm eye suit 25mm OD tube	8.28181818181818	0.47639956092206076	3.9454545454545205	13.44999999999997	9330420120097	255	
		56746	Staunchion cap 316G cast SS with 8mm hole suit 1 - 25mm OD tube	10.4090909090909	0.44978165938864856	4.681818181818201	16.600000000000012	9330420132526	255	
		56747	Rail base 316G SS rectangular 45° suit 1 - 25.4mm OD tube	16.5545454545455	0.5074135090609541	8.399999999999999	27.450000000000053	9330420174281	255	
		56748	Rail base 316G SS rectangular 60° suit 1 - 25.4mm OD tube	16.5545454545455	0.5074135090609541	8.399999999999999	27.450000000000053	9330420174298	255	
		56749	Flag pole rail mount 445mm	19.8454545454545	0.5093907466788878	10.109090909090998	32.95000000000005	9330420158793		
		56750	Flag pole base 316G SS surface mount angled suit 1 - 25.4mm OD	20.1	0.49027589326097004	9.854545454545498	32.95000000000005	9330420114553	255, 732	
		56751	Flag pole base 316G SS flush mount angled suit 1 - 25.4mm OD	20.1	0.49027589326097004	9.854545454545498	32.95000000000005	9330420154726	255, 732	
		56752	Flag pole 316G SS 1 - 25.4mm OD 750mm long	34.8272727272727	0.49960845732184844	17.4	57.449999999999974	9330420155464	255, 732	
		56754	Flag pole 316G SS 1 - 25.4mm OD 910mm long	38	0.5059808612440184	19.227272727272698	62.949999999999974	9330420154733	255, 732	
		56755	Flag pole 316G SS 1 - 25.4mm OD 1200mm long	46	0.5009881422924892	23.045454545454504	75.94999999999996	9330420154740	255, 732	
		56756	Flag pole 304G SS rod holder mount	62	0.5	31	102.30000000000001	9330420215786		
		56757	Flag Pole 304G SS Replacement Pin for Rod Holder Version 56756	4.4	0.6012396694214861	2.6454545454545393	7.749999999999995	9330420237801		
		56759	Staunchion 316G SS tapered two hole 1 - 25.4mm OD tube x 610mm	46.6454545454545	0.45000974468914506	20.9909090909091	74.39999999999996	9330420133943	255	
		56760	Cleat mooring 316G SS cast HD 4 hole mount 150mm	16.95275	0.5256307303320344	8.910886363636397	28.450000000000042	9330420114287	151	
		56762	Cleat mooring 316G SS cast HD 4 hole mount 200mm	23.9909090909091	0.456991284577493	10.963636363636404	38.45000000000006	9330420114294	151	
		56764	Cleat mooring 316G SS cast HD 4 hole mount 250mm	38.6	0.44724446537918133	17.2636363636364	61.450000000000045	9330420114300	151	
		56800	Grommet balustrade silver nylon 8mm ID x 12.5mm diam cutout	0.990909090909091	0.5137614678899082	0.509090909090909	1.6500000000000001	9330420085945	800	
		56800-20	Grommet balustrade silver nylon 8mm ID x 12.5mm cutout - pack of 20	18	0.5	9	29.700000000000003	9330420224443		
		56804	Grommet balustrade silver nylon 4.5mm ID x 8mm diam cutout	0.927272727272727	0.4705882352941141	0.43636363636363296	1.499999999999996	9330420085952	800	
		56804-20	Grommet balustrade silver nylon 4.5mm ID x 8mm cutout - pack of 20	16.8	0.49891774891775	8.3818181818182	27.700000000000024	9330420224450		
		56808	Grommet balustrade silver nylon 7mm ID x 9mm diam cutout	0.990909090909091	0.5137614678899082	0.509090909090909	1.6500000000000001	9330420085969	800	
		56808-20	Grommet balustrade silver nylon 7mm ID x 9mm cutout - pack of 20	18	0.5	9	29.700000000000003	9330420224467		
		56810	Grommet balustrade black nylon 4.5mm ID x 8mm diam cutout	0.927272727272727	0.4705882352941141	0.43636363636363296	1.499999999999996	9330420224665		
		56810-20	Grommet balustrade black nylon 4.5mm ID x 8mm cutout - pack of 20	16.8	0.49891774891775	8.3818181818182	27.700000000000024	9330420224474		
		56812	Grommet balustrade silver nylon split 4.5mm ID x 9.5mm diam cutout	0.836363636363636	0.5217391304347802	0.43636363636363407	1.3999999999999972	9330420085976	800	
		56812-20	Grommet balustrade silver nylon split 4.5mm ID x 9.5mm - pack of 20	15.2	0.5011961722488026	7.6181818181817995	25.09999999999998	9330420224481		
		56813	Grommet balustrade black nylon split 4.5mm ID x 9.5mm diam cutout	0.836363636363636	0.5217391304347802	0.43636363636363407	1.3999999999999972	9330420173123	800	
		56813-20	Grommet balustrade black nylon split 4.5mm ID x 9.5mm - pack of 20	15.2	0.5011961722488026	7.6181818181817995	25.09999999999998	9330420224498		
		56816	Grommet balustrade black nylon split 7mm ID x 10.5mm diam cutout	0.9	0.515151515151511	0.46363636363635996	1.499999999999996	9330420085983	800	
		56816-20	Grommet balustrade black nylon split 7mm ID x 10.5mm - pack 20	16.4	0.4994456762749453	8.190909090909102	27.05000000000001	9330420224504		
		56820	BEVELLED WASHER S/S 316GR	2.77272727272727	0.5901639344262315	1.6363636363636402	4.850000000000001	9330420161540	799	
		56821	SS316 Ball Internal Thread 6mm	8.5	0.5989304812834236	5.090909090909101	14.950000000000012	9330420137101	799	
		56822	SS316 Ball,6*20*17.4mm	2.99090909090909	0.5957446808510635	1.78181818181818	5.249999999999997	9330420137118	799	
		56823	THREAD tensioner 6mm hex head SS316	4.53636363636364	0.6032064128256495	2.73636363636363	7.999999999999997	9330420137125	796	
		56824	Spring Fender Hook, SS316, 10mm	4.55454545454545	0.5868263473053914	2.67272727272728	7.950000000000004	9330420137132	787	
		56825	Fender Eye, Hand Polish,SS316	2.7	0.6666666666666665	1.7999999999999998	4.95	9330420137149	787	
		56825/2	FENDER EYE HAND POLISH SS316 2 PACK	4.9	0.6048237476808896	2.9636363636363594	8.649999999999997	9330420095128		
		56826	Fender Hook, 26*25*2.8 Hand Polish, SS316	2.9	0.5517241379310345	1.6	4.95	9330420137156	787	
		56826/2	FENDER HOOK HAND POLISH SS316 2 PK	5.13636363636364	0.6017699115044242	3.09090909090909	9.050000000000004	9330420095135		
		56830	Webbing fixing strap 316G SS suit 40mm	5	0.5363636363636362	2.6818181818181808	8.45	9330420114218	790	
		56831	Webbing fixing strap 316G SS suit 50mm	5	0.5363636363636362	2.6818181818181808	8.45	9330420114225	790	
		56832	65MM SS WEB STRAP 75 X 8MM	10.1909090909091	0.6012488849241715	6.127272727272699	17.94999999999998	9330420182873	790	
		56836	64x32 ss buckle slide 50mm	2.20909090909091	0.6049382716049353	1.3363636363636302	3.8999999999999946	9330420121230	266	
		56840	25mm SS CAM BUCKLE EACH	6	0.5833333333333334	3.5	10.450000000000001	9330420121247	266	
		56844	316 SS SNAP HOOK AND BUCKLE	12.8909090909091	0.6184767277856152	7.972727272727299	22.950000000000042	9330420175523	267	
		56846	Hook snap 316G SS cast fixed elongated eye suit 25mm webbing	9.02727272727273	0.5055387713997993	4.5636363636363715	14.950000000000012	9330420175240	267	
		56860	Hook snap 316G SS 5 x 50mm with ferruled eye	1.50909090909091	0.5963855421686745	0.9000000000000001	2.6500000000000012	9330420091083	780	
		56860A	Hook snap 316G SS 5 x 50mm no eye	1.33636363636364	0.4285714285714256	0.5727272727272703	2.1000000000000014	9330420045093		
		56861	Hook snap 316G SS 6 x 60mm with ferruled eye	1.76363636363636	0.5979381443299014	1.0545454545454602	3.1000000000000023	9330420091090	780	
		56861A	Hook snap 316G SS 6 x 60mm no eye	1.87	0.4584346135148289	0.8572727272727301	3.0000000000000036	9330420200638	780	
		56862	Hook snap 316G SS 7 x 70mm with ferruled eye	2.42727272727273	0.6666666666666624	1.6181818181818097	4.449999999999994	9330420091106	780	
		56863	Hook snap 316G SS 8 x 80mm with ferruled eye	3.08181818181818	0.5929203539823023	1.8272727272727303	5.400000000000001	9330420091113	780	
		56864	Hook snap 316G SS 10 x 100mm with ferruled eye	5.51818181818182	0.5980230642504116	3.3	9.700000000000003	9330420091120	780	
		56865	Hook snap 316G SS 12 x 120mm with ferruled eye	9.55454545454545	0.5984776403425348	5.7181818181818524	16.800000000000033	9330420091137	780	
		56868	Hook snap 316G SS 10 x 100mm no eye	5.79090909090909	0.4835164835164836	2.8	9.45	9330420186437	780	
		56869	Hook snap 316G SS 12 x 120mm no eye	12	0.5113636363636335	6.136363636363601	19.949999999999964	9330420186444	780	
		56880	ROUND FAST EYE PANIC SNAP BR 1in	6.2	0.532258064516129	3.3	10.450000000000001	9330420203561	782	
		56890	316 SS Screw Hook	4.51818181818182	0.5995975855130784	2.70909090909091	7.950000000000004	9330420123289	783	
		56892	316 SS 45mm Deck Hook	5.30909090909091	0.6181506849315063	3.2818181818181795	9.45	9330420121896	783	
		56898	Rail hinge 316G SS spring pin locking suit 7/8 - 22mm OD tube	24.203625	0.5005265458451699	12.1145568181818	39.94999999999998	9330420185300	257	
		56900	Rail hinge 316G SS spring pin locking suit 1 - 25.4mm OD tube	26.7636363636364	0.4928668478260867	13.190909090909102	43.95000000000006	9330420093568	257	
		56901	Rail hinge 316G SS suit 1 - 25.4mm OD tube	19	0.5047846889952158	9.5909090909091	31.450000000000014	9330420149562		
		56902	Rail hinge 316G SS spring pin locking suit 30mm OD tube	36.9818181818182	0.4982792527040305	18.4272727272727	60.949999999999996	9330420185317	257	
		56912	316 SS 25MM RAIL CLAMP SOCKET 25MM	36.1454545454545	0.5002515090543271	18.0818181818182	59.64999999999997	9330420132540	257	
		56914	CANOPY FITTING S/S - PUSH BUTTON QUICK RELEASE	24.4727272727273	0.6010401188707271	14.7090909090909	43.10000000000002	9330420140569	260	
		56920	Rail base 316G SS weld-on round 45° suit 1 - 25mm OD tube	12.4090909090909	0.45054945054945167	5.590909090909101	19.8	9330420128314	254	
		56920-20	Rail base 316G SS weld-on round 45° 1 - 25mm OD - pack of 20	210.8	0.45010350181128084	94.881818181818	336.24999999999983	9330420224733		
		56921	Rail base 316G SS weld-on round 60° suit 1 - 25mm OD tube	12.4090909090909	0.45054945054945167	5.590909090909101	19.8	9330420128321	254	
		56921-20	Rail base 316G SS weld-on round 60° 1 - 25mm OD - pack of 20	210.8	0.45010350181128084	94.881818181818	336.24999999999983	9330420224740		
		56922	Rail base 316G SS weld-on round 90° suit 1 - 25mm OD tube	12.4090909090909	0.45054945054945167	5.590909090909101	19.8	9330420128338	254	
		56922-20	Rail base 316G SS weld-on round 90° 1 - 25mm OD - pack of 20	210.8	0.45010350181128084	94.881818181818	336.24999999999983	9330420224757		
		56938	Rail base 316G SS weld-on rect 45° suit 1 - 25mm OD tube	12.4090909090909	0.45054945054945167	5.590909090909101	19.8	9330420174304	254	
		56938-20	Rail base 316G SS weld-on rect 45°1 - 25mm OD - pack of 20	210.8	0.45010350181128084	94.881818181818	336.24999999999983	9330420224764		
		56939	Rail base 316G SS weld-on rect 60° suit 1 - 25mm OD tube	12.4090909090909	0.45054945054945167	5.590909090909101	19.8	9330420174311	254	
		56939-20	Rail base 316G SS weld-on rect 60° 1 - 25mm OD - pack of 20	210.8	0.45010350181128084	94.881818181818	336.24999999999983	9330420224771		
		56940	Rail base 316G SS weld-on rect 90° suit 1 - 25mm OD tube	12.4090909090909	0.45054945054945167	5.590909090909101	19.8	9330420174328	254	
		56940-20	Rail base 316G SS weld-on rect 90° 1 - 25mm OD - pack of 20	210.8	0.45010350181128084	94.881818181818	336.24999999999983	9330420224788		
		56945	Hand rail base 316G SS threaded disc 40mm diameter x M8	5.67272727272727	0.49839743589743657	2.82727272727273	9.350000000000001	9330420110371	254	
		56945-20	Hand rail base 316G SS threaded disc 40mm diam x M8 - pack of 20	96.6636363636364	0.3998871437976127	38.65454545454561	148.85000000000022	9330420224795		
		56950	Hand rail base 316G SS threaded disc 50mm diameter x M10	5.14545454545455	0.501766784452296	2.5818181818181802	8.500000000000004	9330420110388	254	
		56950-20	Hand rail base 316G SS threaded disc 50mm diam x M10 - pack of 20	88.4727272727273	0.4000205507603735	35.39090909090869	136.2499999999996	9330420224801		
		56958	Pin Lynch retaining 316G SS 4mm x 48mm	2.65454545454545	0.6095890410958922	1.61818181818182	4.6999999999999975	9330420163193	784	
		56958/2	Pin Lynch retaining 316G SS 4mm x 48mm - pack of 2	4.60909090909091	0.5976331360946733	2.7545454545454495	8.099999999999996	9330420163018	784	
		56960	Pin Lynch retaining 316G SS 6mm x 56mm	2.99090909090909	0.5957446808510635	1.78181818181818	5.249999999999997	9330420123319	784	
		56960/2	Pin Lynch retaining 316G SS 6mm x 56mm - pack of 2	5.5	0.6033057851239673	3.31818181818182	9.700000000000003	9330420184853	784	
		56961	Pin Lynch retaining 316G SS 7.5mm x 56mm	3.30909090909091	0.5934065934065921	1.9636363636363598	5.799999999999997	9330420123296	784	
		56962	Ring split 316G SS 1.0 x 11mm - pack of 10	3.8	0.602870813397129	2.29090909090909	6.699999999999999	9330420179682	784	
		56963	Ring split 316G SS 1.2 x 15mm - pack of 10	4	0.6022727272727275	2.40909090909091	7.050000000000002	9330420179705	784	
		56964	Ring split 316G SS 1.5 x 19mm - pack of 10	4.2	0.6017316017316023	2.52727272727273	7.400000000000004	9330420179712	784	
		56965	Clip R retaining 304G SS 2.0 x 48mm - pack of 10	3.84545454545455	0.5248226950354581	2.0181818181818096	6.449999999999997	9330420159240	784	
		56966	Clip R retaining 304G SS 2.5 x 54mm - pack of 10	4.84545454545454	0.4915572232645425	2.38181818181819	7.950000000000004	9330420159219	784	
		56967	Clip R retaining 304G SS 3.0 x 60mm - pack of 10	6.43636363636364	0.4759887005649709	3.06363636363636	10.450000000000001	9330420159226	784	
		56968	Clip R retaining 304G SS 4.0 x 78mm - pack of 10	7.99090909090909	0.4732650739476713	3.7818181818182097	12.950000000000031	9330420159233	784	
		56970	8mm 316 WIRE SUPPORT RING MADE IN CHINA EACH	7.05454545454545	0.5979381443299018	4.21818181818185	12.40000000000003	9330420123364	790	
		56972	8mm316 WIRE SUPPORT THIMBLE MADE IN CHINA	8.38181818181818	0.599783080260303	5.02727272727272	14.749999999999991	9330420121919	791	
		56976	12MM 316 SS TUBE THIMBLE MADE IN CHINA	8.38181818181818	0.599783080260303	5.02727272727272	14.749999999999991	9330420151442	792	
		56977	16MM 316 SS TUBE THIMBLE MADE IN CHINA	12.6909090909091	0.6010028653295102	7.627272727272699	22.34999999999998	9330420151459	792	
		57200	316 cable pivot clamp 3/32	6.80909090909091	0.6021361815754321	4.099999999999989	11.999999999999991	9330420123388	799	
		57202	316 cable pivot clamp 1/8	8.09090909090909	0.6011235955056237	4.8636363636364095	14.25000000000005	9330420123395	799	
		57204	316 cable pivot 2.3mm x m4	5.21818181818182	0.6027874564459919	3.14545454545454	9.199999999999996	9330420123401	799	
		57206	316 cable pivot 4.3mm x m8	6.12727272727273	0.6023738872403558	3.6909090909090905	10.800000000000002	9330420123418	799	
		57210	ss eye end quick swage 2.0mm	2.2	0.6115702479338817	1.34545454545454	3.8999999999999946	9330420130942	796	
		57212	ss eye end quick swage 3 &3.2 mm	2.3	0.6205533596837957	1.42727272727273	4.100000000000003	9330420130959	796	
		57216	SS FORKEND QUICKSWAGE 2.00MM MADE IN CHINA	3.4	0.6042780748663088	2.05454545454545	5.999999999999996	9330420130966	796	
		57218	SS FORKEND QUICK SWAGE 3 & 3.2mm MADE IN CHINA	3.6	0.6161616161616167	2.21818181818182	6.400000000000003	9330420130973	796	
		57222	THREADED QFIT TERMINAL 3MMW/6MMTH MADE IN CHINA	27.5	0.6	16.5	48.400000000000006	9330420151350	797	
		57224	QFIT THREAD TERM 4MMW/8MMTHRD MADE IN CHINA	32.0272727272727	0.5994890718137954	19.199999999999996	56.34999999999997	9330420151367	797	
		57234	QFIT FORK TERM SUITS 3MM WIRE MADE IN CHINA	24.7545454545455	0.5993389643775222	14.8363636363636	43.55000000000001	9330420151398	796	
		57235	QFIT FORK TERM SUITS 4MM WIRE MADE IN CHINA	28.5272727272727	0.59974506054812	17.1090909090909	50.19999999999996	9330420151404	796	
		57250	Canopy tube fork end 316G cast SS internal weld-in suit 22mm ID tube	16.625	0.5010252904989774	8.3295454545455	27.450000000000053	9330420121599	258	
		57252	Canopy tube fork end 316G cast SS internal weld-in suit 28mm ID tube	21.3181818181818	0.49893390191897535	10.636363636363601	35.14999999999994	9330420121605	258	
		57254	Canopy tube fork end 316G cast SS internal weld-in suit 35mm ID tube	35	0.45064935064935147	15.772727272727302	55.85000000000004	9330420121612	258	
		57500	Gas strut side mount 316G SS with 6mm pin	3.6	0.6161616161616167	2.21818181818182	6.400000000000003	9330420132557	240	
		57502	Gas strut side mount 316G SS with 6mm fork	4	0.6136363636363624	2.4545454545454497	7.099999999999995	9330420132571	240	
		57503	Gas strut side mount 316G SS with 8mm fork	4.2	0.6017316017316023	2.52727272727273	7.400000000000004	9330420132588	240	
		57504	5mm 316 T/TOG RIGGING SCREW MADE IN CHINA QTY..............	7	0.6103896103896143	4.2727272727273	12.40000000000003	9330420132595	793	
		57506	6mm 316 toggle/toggle rigg. screw	11	0.5	5.5	18.150000000000002	9330420156034	793	
		57508	8mm 316 toggle/toggle rigg. screw	15.4	0.49940968122786367	7.6909090909091	25.400000000000013	9330420127218	793	
		57510	10 mm 316 toggle/toggle rigg. screw	19.8545454545455	0.6002747252747228	11.918181818181797	34.95000000000003	9330420127225	793	
		57512	Rigging screw 316G SS toggle to toggle M12 thread	28.6727272727273	0.5995561192136967	17.190909090909102	50.450000000000045	9330420127232	793	
		580000-100	Swage hand copper 1.6mm pack of 100	40.8	0.45053475935828935	18.381818181818204	65.10000000000002	9330420151046	801	
		580001-100	Swage hand copper 1.2mm pack of 100	35.7	0.4502164502164509	16.0727272727273	56.95000000000004	9330420151053		
		580002-100	Swage hand copper 2.0mm pack of 100	40.8	0.45053475935828935	18.381818181818204	65.10000000000002	9330420151060	801	
		580004-100	Swage hand copper 2.4mm pack of 100	52.7	0.44988787303777805	23.709090909090904	84.05	9330420151077	801	
		580006-100	Swage hand copper 3.2mm pack of 100	62.9	0.45035409741292065	28.327272727272707	100.34999999999998	9330420151497	801	
		580008-100	Swage hand copper 4.0mm pack of 100	110.5	0.450020567667629	49.727272727273004	176.2500000000003	9330420151541	801	
		580010-100	Swage hand copper 4.8mm pack of 100	144.5	0.4501415539477854	65.04545454545499	230.5000000000005	9330420151558	801	
		580012-10	Swage hand copper 6.4mm pack of 10	24.6545454545455	0.4491150442477838	11.0727272727272	39.29999999999997	9330420151589		
		580012-100	Swage hand copper 6.4mm pack of 100	232	0.4000783699059568	92.81818181818198	357.30000000000024	9330420151596	801	
		580034	Swage hand copper 8.0mm each	5.4	0.49831649831649805	2.6909090909090896	8.9	9330420012798	801	
		580048-100	Swage hand alloy 1.6mm pack of 100	30.6	0.44979203802733336	13.763636363636401	48.80000000000005	9330420151602		
		580049-100	Swage hand alloy 2.0mm pack of 100	32.3	0.44947931325640256	14.518181818181802	51.499999999999986	9330420151619		
		580050-100	Swage hand alloy 2.4mm pack of 100	34	0.4505347593582882	15.318181818181799	54.249999999999986	9330420151626	802	
		580052-100	Swage hand alloy 3.2mm pack of 100	44.2	0.45002056766762644	19.89090909090909	70.50000000000001	9330420151633	802	
		580054-100	Swage alloy hand 4.0mm pack of 100	59.5	0.44996180290297977	26.772727272727295	94.90000000000003	9330420151640	802	
		580056-100	Swage hand alloy 4.8mm pack of 100	64.6	0.45018294399099396	29.081818181818207	103.05000000000003	9330420151657	802	
		580058-10	Swage hand alloy 6.4mm pack of 10	12.2	0.5014903129657213	6.1181818181817995	20.14999999999998	9330420151688		
		580058-100	Swage hand alloy 6.4mm pack of 100	103.7	0.4499868501797107	46.663636363636	165.3999999999996	9330420151695	802	
		580060-100	Swage hand copper 4.0mm rope pack of 100	66.3	0.450020567667626	29.8363636363636	105.74999999999997	9330420151701		
		580062-100	Swage hand copper 6.0mm rope pack of 100	85	0.44973262032085903	38.22727272727302	135.55000000000032	9330420151718	802	
		580064-100	Swage hand copper 8.0mm rope pack of 100	88.4	0.4500205676676242	39.78181818181798	140.9999999999998	9330420151725	802	
		580066	Swage hand copper 10.0mm rope	3.46363636363636	0.4960629921259853	1.71818181818182	5.699999999999998	9330420036800		
		580066-10	Swage hand copper 10.0mm rope pack of 10	33	0.5	16.5	54.45	9330420151732		
		580066-100	Swage hand copper 10.0mm rope pack of 100	280.5	0.4500081024145204	126.22727272727298	447.4000000000003	9330420151749	802	
		580068-10	Swage hand copper 12.0mm rope pack of 10	39	0.5	19.5	64.35000000000001	9330420151756		
		580068-100	Swage hand copper 12.0mm rope pack of 100	331.5	0.450020567667626	149.18181818181802	528.7499999999999	9330420151763	802	
		580100-100	Swage hand nickel plated copper 1.6mm pack of 100	40.8	0.45053475935828935	18.381818181818204	65.10000000000002	9330420151770	801	
		580101-100	Swage hand nickel plated copper 1.2mm pack of 100	34	0.4505347593582882	15.318181818181799	54.249999999999986	9330420151787		
		580102-100	Swage hand nickel plated copper 2.0mm pack of 100	40.8	0.45053475935828935	18.381818181818204	65.10000000000002	9330420151794	801	
		580104-100	Swage hand nickel plated copper 2.4mm pack of 100	54.4	0.4496991978609633	24.463636363636404	86.75000000000004	9330420151800	801	
		580106-100	Swage hand nickel plated copper 3.2mm pack of 100	64.6	0.45018294399099396	29.081818181818207	103.05000000000003	9330420151817	801	
		580108-100	Swage hand nickel plated copper 4.0mm pack of 100	113.9	0.44983637959933265	51.23636363636399	181.6500000000004	9330420151824	801	
		580110-100	Swage hand nickel plated copper 4.8mm pack of 100	153	0.45008912655971245	68.863636363636	244.0499999999996	9330420151831	801	
		580112-10	Swage hand nickel plated copper 6.4mm pack of 10	29	0.5	14.5	47.85	9330420151848		
		580112-100	Swage hand nickel plated copper 6.4mm pack of 100	251.6	0.449992773522186	113.21818181818199	401.30000000000024	9330420151855	801	
		580120-10	Swage hydraulic alloy 1.5mm pack of 10	1.4	0.4935064935064929	0.69090909090909	2.299999999999999	9330420151862		
		580120-100	Swage hydraulic alloy 1.5mm pack of 100	11.9	0.4514896867838065	5.372727272727298	19.00000000000003	9330420151879		
		580122-10	Swage hydraulic alloy 2.0mm pack of 10	1.6	0.5056818181818187	0.80909090909091	2.6500000000000012	9330420151886		
		580122-100	Swage hydraulic alloy 2.0mm pack of 100	13.6	0.4505347593582869	6.127272727272702	21.699999999999974	9330420151893		
		580124-10	Swage hydraulic alloy 2.5mm pack of 10	1.8	0.4898989898989888	0.8818181818181798	2.949999999999998	9330420151909		
		580124-100	Swage hydraulic alloy 2.5mm pack of 100	15.3	0.44979203802733336	6.8818181818182005	24.400000000000023	9330420151916		
		580126-10	Swage hydraulic alloy 3.0mm pack of 10	2	0.5	1	3.3000000000000003	9330420151923		
		580126-100	Swage hydraulic alloy 3.0mm pack of 100	17	0.44919786096256475	7.636363636363601	27.099999999999962	9330420209815		
		580128-10	Swage hydraulic alloy 3.5mm pack of 10	2.2	0.5082644628099181	1.11818181818182	3.6500000000000026	9330420151930		
		580128-100	Swage hydraulic alloy 3.5mm pack of 100	18.7	0.45114244044725144	8.436363636363602	29.849999999999962	9330420151947		
		580130-10	Swage hydraulic alloy 4.0mm pack of 10	2.8	0.4935064935064929	1.38181818181818	4.599999999999998	9330420151954		
		580130-100	Swage hydraulic alloy 4.0mm pack of 100	23.8	0.44957983193277307	10.7	37.95	9330420151961		
		580134-10	Swage hydraulic alloy 5.0mm pack of 10	4.4	0.49793388429752033	2.1909090909090896	7.249999999999999	9330420151992		
		580134-100	Swage hydraulic alloy 5.0mm pack of 100	37.4	0.44992707826932354	16.8272727272727	59.64999999999997	9330420152005		
		580136-10	Swage hydraulic alloy 6.0mm pack of 10	4.6	0.5019762845849806	2.3090909090909104	7.600000000000001	9330420152012		
		580136-100	Swage hydraulic alloy 6.0mm pack of 100	39.1	0.4496628691002097	17.5818181818182	62.35000000000003	9330420152029		
		580138-10	Swage hydraulic alloy 6.4mm pack of 10	6	0.5	3	9.9	9330420152036		
		580142-10	Swage hydraulic alloy 8.0mm pack of 10	8.2	0.5022172949002197	4.118181818181801	13.549999999999981	9330420209853		
